is_staff_in_frame,prediction,X_coord_tag,Y_coord_tag
1,0.76673865,432.556396484375,560.1295776367188
1,0.82365936,428.2833251953125,568.849853515625
1,0.8874551,433.1552429199219,527.7853393554688
1,0.9602706,458.0825500488281,453.2874755859375
1,0.9620865,458.4230041503906,450.7974548339844
1,0.9204602,458.07177734375,487.7003479003906
1,0.90998477,473.4577331542969,494.9888000488281
0,0.6429539,,
1,0.79537,459.1217041015625,514.0224609375
1,0.855904,455.3262939453125,441.6751708984375
1,0.8440799,453.4360046386719,403.743408203125
1,0.8453926,453.8386535644531,331.7727966308594
1,0.9289938,455.8152160644531,308.6515808105469
1,0.7441672,445.2187805175781,338.6923522949219
1,0.7071382,444.0832214355469,342.5752258300781
0,0.62211096,,
0,0.65166146,,
0,0.60004777,,
0,0.48163262,,
0,0.33274817,,
0,0.6329108,,
1,0.7201768,455.8079528808594,222.45584106445312
1,0.8188037,462.6761779785156,168.2137451171875
1,0.8663634,475.9142761230469,137.2974395751953
1,0.88929987,481.63720703125,129.6195831298828
1,0.895917,468.6079406738281,155.82583618164062
1,0.83862084,463.84661865234375,169.87625122070312
1,0.8410836,466.2711181640625,143.6702423095703
1,0.8001623,472.06829833984375,122.34976196289062
1,0.8041909,474.08538818359375,94.93159484863281
1,0.87180626,463.9839172363281,67.69940185546875
1,0.925676,457.7640686035156,58.50074768066406
1,0.947823,462.81353759765625,67.99960327148438
1,0.93536067,463.90533447265625,75.7833251953125
1,0.91906434,462.24896240234375,78.7580795288086
1,0.93288434,450.5265197753906,63.534202575683594
1,0.92847794,453.0765380859375,66.32740020751953
1,0.93116575,461.5213928222656,88.49591827392578
1,0.93077874,459.5008544921875,86.0285415649414
1,0.92926705,461.19866943359375,89.40015411376953
1,0.9198705,462.1578674316406,87.38417053222656
1,0.89711964,465.3992614746094,99.80358123779297
1,0.9183086,460.1753234863281,77.61297607421875
1,0.9016963,458.7702941894531,75.11245727539062
1,0.8697487,460.87066650390625,81.03004455566406
1,0.86110866,463.91448974609375,89.03243255615234
1,0.7802924,462.5621032714844,117.5086669921875
1,0.7697881,465.9593505859375,136.66287231445312
1,0.84164226,469.994873046875,124.3011245727539
1,0.87801373,472.92138671875,127.6839599609375
1,0.806218,468.9000244140625,133.68182373046875
1,0.773689,460.102294921875,166.93988037109375
1,0.7006687,459.468017578125,184.84573364257812
0,0.57724106,,
0,0.5317657,,
0,0.44959855,,
0,0.45257387,,
0,0.277466,,
0,0.20088243,,
0,0.24217929,,
0,0.18639599,,
0,0.266432,,
0,0.6519419,,
1,0.7461787,467.7814025878906,311.8118591308594
0,0.6658913,,
0,0.44359928,,
0,0.68448216,,
1,0.8657489,491.2882385253906,386.4784240722656
1,0.87418294,477.99169921875,378.4157409667969
1,0.77428174,450.8680725097656,361.16015625
1,0.7630941,444.0224304199219,363.9717712402344
0,0.5988379,,
0,0.56204516,,
1,0.7204566,441.287841796875,352.6898193359375
1,0.7333636,442.71490478515625,349.8222961425781
0,0.6966679,,
0,0.687239,,
1,0.72228307,443.0460205078125,405.56378173828125
1,0.76490575,441.3251647949219,368.5932922363281
1,0.8682941,450.8621826171875,391.10528564453125
1,0.8139395,461.00164794921875,348.84625244140625
0,0.6836842,,
1,0.73184884,467.33380126953125,271.64129638671875
1,0.71881086,473.5687561035156,365.6907958984375
0,0.32974896,,
0,0.43574607,,
0,0.49828607,,
0,0.57150376,,
0,0.6022544,,
0,0.5415998,,
0,0.470091,,
0,0.485805,,
0,0.41466096,,
0,0.40332246,,
0,0.39491194,,
0,0.3866452,,
0,0.27215192,,
0,0.09474743,,
0,0.07165975,,
0,0.26843455,,
0,0.26071626,,
0,0.3015057,,
0,0.420171,,
0,0.4617968,,
0,0.29235277,,
0,0.21356693,,
0,0.32380268,,
0,0.30723742,,
0,0.38593885,,
0,0.35962504,,
0,0.3791597,,
0,0.29257807,,
0,0.22988796,,
0,0.23576987,,
0,0.22751467,,
0,0.19623727,,
0,0.21456262,,
0,0.33750486,,
0,0.30309293,,
0,0.27468762,,
0,0.34411532,,
0,0.3984719,,
0,0.41619077,,
0,0.5440065,,
0,0.6375202,,
1,0.7755641,472.28057861328125,75.9020767211914
1,0.8235665,470.5418395996094,70.63971710205078
1,0.819461,469.2693176269531,71.89429473876953
1,0.8060188,473.5850830078125,73.8047103881836
1,0.81710833,462.8100891113281,59.176536560058594
1,0.7765003,467.3961486816406,66.11174011230469
1,0.8073347,468.8126220703125,66.25444793701172
1,0.7996573,467.1940612792969,70.5176010131836
1,0.8616253,480.12689208984375,92.51216888427734
1,0.8549473,479.6540832519531,133.23036193847656
1,0.8889747,486.3511962890625,107.10107421875
1,0.76595175,488.1044921875,97.21278381347656
0,0.5123685,,
0,0.5438164,,
0,0.2665418,,
0,0.06050174,,
0,0.06302143,,
0,0.23974882,,
0,0.19434594,,
0,0.10415983,,
0,0.08114785,,
0,0.05815907,,
0,0.058350384,,
0,0.008862039,,
0,0.06880659,,
0,0.16910554,,
0,0.22211118,,
0,0.15462969,,
0,0.17869645,,
0,0.11609347,,
0,0.10545683,,
0,0.10800008,,
0,0.13815619,,
0,0.18950863,,
0,0.13330637,,
0,0.091723256,,
0,0.14119972,,
0,0.21689099,,
0,0.33124784,,
0,0.2544777,,
0,0.21593192,,
0,0.15342161,,
0,0.2225155,,
0,0.39527917,,
0,0.31722212,,
0,0.36009496,,
0,0.190409,,
0,0.2475055,,
0,0.29252383,,
0,0.32784888,,
0,0.16663441,,
0,0.12666412,,
0,0.10180562,,
0,0.09494234,,
0,0.11211362,,
0,0.07067762,,
0,0.05507178,,
0,0.0640641,,
0,0.0993994,,
0,0.08540847,,
0,0.096263506,,
0,0.117061704,,
0,0.12755704,,
0,0.1370774,,
0,0.17189437,,
0,0.120494924,,
0,0.17142372,,
0,0.19610994,,
0,0.1260779,,
0,0.15074928,,
0,0.16131309,,
0,0.06338375,,
0,0.058548126,,
0,0.069423154,,
0,0.11061515,,
0,0.10982648,,
0,0.11278388,,
0,0.048657086,,
0,0.009750795,,
0,0.04451216,,
0,0.03802787,,
0,0.035536725,,
0,0.09190956,,
0,0.13558796,,
0,0.075460546,,
0,0.04439116,,
0,0.046821725,,
0,0.04458491,,
0,0.04588983,,
0,0.042579245,,
0,0.07254584,,
0,0.08628589,,
0,0.13590606,,
0,0.0748529,,
0,0.035705287,,
0,0.059922393,,
0,0.10673709,,
0,0.11381114,,
0,0.098485306,,
0,0.095898785,,
0,0.13160503,,
0,0.124675505,,
0,0.13071316,,
0,0.088131934,,
0,0.08963055,,
0,0.0871866,,
0,0.09345874,,
0,0.088922516,,
0,0.0664462,,
0,0.061612457,,
0,0.066216886,,
0,0.06548177,,
0,0.029898481,,
0,0.028954616,,
0,0.042521592,,
0,0.03986412,,
0,0.05403968,,
0,0.04924382,,
0,0.039386492,,
0,0.037230294,,
0,0.02705633,,
0,0.023297083,,
0,0.02003009,,
0,0.02187537,,
0,0.028163455,,
0,0.032808498,,
0,0.022013614,,
0,0.024037546,,
0,0.052748594,,
0,0.029766029,,
0,0.022485366,,
0,0.025302779,,
0,0.02612565,,
0,0.026072996,,
0,0.025485616,,
0,0.015556956,,
0,0.017229684,,
0,0.015245823,,
0,0.0132582085,,
0,0.017356243,,
0,0.02322163,,
0,0.026292726,,
0,0.037520554,,
0,0.032376785,,
0,0.025264781,,
0,0.019805653,,
0,0.028625527,,
0,0.030486688,,
0,0.034908794,,
0,0.029286334,,
0,0.031985406,,
0,0.022665644,,
0,0.022370165,,
0,0.027885983,,
0,0.014946945,,
0,0.0105439555,,
0,0.012871258,,
0,0.02149748,,
0,0.042113245,,
0,0.012594676,,
0,0.02010687,,
0,0.013055409,,
0,0.037783667,,
0,0.035763606,,
0,0.026750851,,
0,0.0249119,,
0,0.032148283,,
0,0.035945404,,
0,0.05177823,,
0,0.044069808,,
0,0.027136767,,
0,0.028405722,,
0,0.01848876,,
0,0.030564576,,
0,0.028554691,,
0,0.029136753,,
0,0.028850833,,
0,0.034425743,,
0,0.04226179,,
0,0.04208145,,
0,0.027889246,,
0,0.02492148,,
0,0.0223981,,
0,0.0184368,,
0,0.020740299,,
0,0.018623156,,
0,0.012484843,,
0,0.014387121,,
0,0.016678667,,
0,0.021596806,,
0,0.027552206,,
0,0.028932499,,
0,0.031030012,,
0,0.036942497,,
0,0.04474719,,
0,0.048224557,,
0,0.052444194,,
0,0.05367287,,
0,0.050556153,,
0,0.05571809,,
0,0.04172074,,
0,0.06902633,,
0,0.042869892,,
0,0.042451553,,
0,0.04348519,,
0,0.04425709,,
0,0.045269836,,
0,0.045044497,,
0,0.052831672,,
0,0.041699275,,
0,0.040419787,,
0,0.06873559,,
0,0.06872819,,
0,0.044544067,,
0,0.040253256,,
0,0.04199255,,
0,0.048488893,,
0,0.051936395,,
0,0.059229694,,
0,0.06620765,,
0,0.067679785,,
0,0.06682841,,
0,0.07057645,,
0,0.059420273,,
0,0.052292667,,
0,0.047783975,,
0,0.051520016,,
0,0.056407083,,
0,0.059248116,,
0,0.055336356,,
0,0.05646438,,
0,0.0565648,,
0,0.051583167,,
0,0.07020885,,
0,0.058783166,,
0,0.060459908,,
0,0.06394614,,
0,0.046710446,,
0,0.044350557,,
0,0.055939745,,
0,0.04803001,,
0,0.08162832,,
0,0.14440824,,
0,0.15867434,,
0,0.4211939,,
0,0.46259475,,
0,0.55291533,,
0,0.5814527,,
0,0.66379833,,
0,0.573385,,
0,0.48722494,,
0,0.6202662,,
1,0.7075384,474.0386657714844,512.846923828125
1,0.7500189,470.91461181640625,482.13897705078125
1,0.82466453,471.5079345703125,444.74615478515625
1,0.7795666,479.6785583496094,447.6214904785156
1,0.7672813,476.4834899902344,482.27081298828125
1,0.747015,470.8777160644531,472.83135986328125
1,0.797019,469.0017395019531,498.82586669921875
1,0.8598803,474.1754455566406,524.8365478515625
1,0.87094265,474.7945861816406,550.4581909179688
1,0.86452615,475.558837890625,552.0874633789062
1,0.8123774,477.7908020019531,602.79736328125
1,0.7913751,478.27099609375,574.4180297851562
1,0.81516844,476.50213623046875,531.6751708984375
0,0.6789595,,
0,0.6373383,,
0,0.64434856,,
1,0.80738604,486.999267578125,521.8088989257812
1,0.81665736,484.095947265625,565.0984497070312
1,0.8546955,482.423828125,494.4225769042969
0,0.53979474,,
0,0.5872807,,
0,0.3142654,,
0,0.40865532,,
0,0.44549707,,
0,0.2910617,,
0,0.1864448,,
0,0.25933427,,
0,0.5491683,,
0,0.6290897,,
0,0.6979858,,
0,0.65825176,,
0,0.46501693,,
0,0.43837583,,
0,0.42798716,,
0,0.40321368,,
0,0.3441788,,
0,0.41033286,,
0,0.39848825,,
0,0.28129476,,
0,0.18577904,,
0,0.18164012,,
0,0.23756386,,
0,0.34600446,,
0,0.4262291,,
0,0.49476388,,
0,0.4592609,,
0,0.560634,,
0,0.5403906,,
0,0.61860794,,
0,0.64710397,,
0,0.64387476,,
0,0.62047356,,
0,0.63918644,,
0,0.6102463,,
0,0.6337791,,
1,0.7288254,531.2750244140625,148.97259521484375
1,0.703975,527.35791015625,160.6263427734375
1,0.74072236,534.40234375,117.83738708496094
1,0.77335644,536.9537963867188,122.892822265625
1,0.79346615,532.39501953125,137.8924560546875
1,0.8800984,531.7015380859375,180.31292724609375
1,0.85206735,538.9169921875,144.6910400390625
1,0.79669696,540.8855590820312,133.95077514648438
1,0.7446745,534.9344482421875,174.62661743164062
0,0.65091246,,
0,0.2820088,,
0,0.2829361,,
0,0.46308228,,
0,0.3378048,,
0,0.27521047,,
0,0.33121365,,
0,0.07218041,,
0,0.17123063,,
0,0.5364113,,
0,0.6821806,,
0,0.68033284,,
0,0.6650494,,
0,0.6871823,,
0,0.5040367,,
0,0.4192519,,
0,0.39879036,,
0,0.18166842,,
0,0.13184495,,
0,0.15240954,,
0,0.2078943,,
0,0.15558158,,
0,0.28799778,,
0,0.31504124,,
0,0.42321616,,
0,0.46006006,,
0,0.40703267,,
0,0.2903876,,
0,0.28365985,,
0,0.36809263,,
0,0.34012502,,
0,0.21364917,,
0,0.25121224,,
0,0.15575379,,
0,0.1985042,,
0,0.19639497,,
0,0.12176145,,
0,0.13816883,,
0,0.055158105,,
0,0.043010924,,
0,0.22858997,,
0,0.49030498,,
0,0.45499992,,
0,0.42123395,,
0,0.17141077,,
0,0.19760181,,
0,0.24051347,,
0,0.21147978,,
0,0.54688257,,
0,0.66168946,,
0,0.69110763,,
1,0.7632875,537.4857788085938,95.06233978271484
0,0.6268268,,
0,0.69465566,,
1,0.7327104,520.7387084960938,85.93396759033203
1,0.71723497,523.5496215820312,87.74386596679688
1,0.7539601,532.4521484375,113.65713500976562
0,0.6774764,,
0,0.60850626,,
0,0.5479565,,
0,0.57050323,,
0,0.6914367,,
1,0.80287176,521.54248046875,164.57203674316406
1,0.8066799,523.1895141601562,158.5954132080078
1,0.85053957,524.38671875,157.75625610351562
1,0.79531026,524.0653076171875,208.07688903808594
1,0.8036398,523.2741088867188,209.33648681640625
1,0.7385992,522.1310424804688,197.41415405273438
1,0.7686076,524.4617309570312,165.8172607421875
1,0.8419619,532.0839233398438,144.60159301757812
1,0.8739559,536.0100708007812,163.2003936767578
1,0.8152309,537.7444458007812,160.4181671142578
1,0.88940763,542.7500610351562,135.91387939453125
1,0.89879644,536.8994140625,169.68603515625
1,0.911236,542.3801879882812,130.4010467529297
1,0.8925511,546.6103515625,107.81336212158203
1,0.9179717,542.4179077148438,124.8316879272461
1,0.85532916,527.7862548828125,235.72576904296875
1,0.84642094,517.6773681640625,302.518310546875
0,0.66588664,,
0,0.5164449,,
0,0.576641,,
0,0.5709533,,
0,0.5544102,,
1,0.7285028,494.0118103027344,349.9559631347656
0,0.59806406,,
1,0.7499611,502.0243225097656,416.91455078125
0,0.6433032,,
0,0.61088586,,
0,0.6367703,,
0,0.32154506,,
1,0.7391797,502.056884765625,504.4880065917969
1,0.9214496,512.0698852539062,504.5612487792969
1,0.88932127,500.83734130859375,543.381591796875
1,0.8640087,494.35931396484375,473.8995056152344
1,0.87301034,493.3204650878906,475.1546936035156
1,0.8785789,492.4120178222656,438.4862976074219
1,0.8844528,496.4115905761719,414.9624938964844
1,0.87956256,495.8137512207031,395.1406555175781
1,0.88671803,496.2797546386719,399.1166687011719
1,0.88729936,494.744140625,420.6117858886719
1,0.8966305,497.05291748046875,431.6219177246094
1,0.89882404,490.40191650390625,463.0353698730469
1,0.91112655,485.39544677734375,449.9527282714844
1,0.92236304,482.2650451660156,504.83404541015625
1,0.91415846,482.5313415527344,520.6446533203125
1,0.90772754,482.1111145019531,573.2365112304688
1,0.91661364,482.38818359375,607.5186157226562
1,0.93569565,477.84979248046875,618.2754516601562
1,0.92990893,477.60272216796875,553.7005615234375
1,0.9220775,480.4281005859375,494.6653747558594
1,0.9102645,486.2608642578125,474.8294982910156
1,0.88141257,482.341796875,479.53558349609375
1,0.8852435,478.9320068359375,482.8233642578125
1,0.95685434,494.7690734863281,447.1741943359375
1,0.9404558,498.4606628417969,449.5652770996094
1,0.9401241,503.20849609375,472.1861877441406
1,0.88900036,494.2442626953125,429.12890625
1,0.8469844,490.979248046875,384.6035461425781
1,0.8480022,487.99066162109375,369.4062805175781
1,0.8368532,480.8856201171875,330.2096862792969
1,0.7310615,474.52557373046875,346.850341796875
0,0.6601414,,
0,0.52139664,,
0,0.39566696,,
0,0.36460325,,
0,0.4262932,,
1,0.702409,500.6035461425781,315.7688293457031
1,0.7919932,515.7798461914062,283.5190734863281
1,0.8139417,529.2723388671875,169.9956512451172
1,0.8547004,534.9757690429688,141.9068603515625
1,0.93993944,531.512451171875,123.1885986328125
1,0.8750231,522.3359985351562,100.15140533447266
1,0.86117065,512.141357421875,95.5373306274414
1,0.8916832,516.553955078125,110.52815246582031
1,0.89821804,513.5029296875,93.92092895507812
1,0.91100395,515.1887817382812,90.12230682373047
1,0.9313135,512.3284301757812,90.03201293945312
1,0.94585776,522.0225219726562,115.40977478027344
1,0.956677,521.8536376953125,123.03781127929688
1,0.9597551,526.438232421875,139.18331909179688
1,0.96167177,526.4227294921875,154.6629180908203
1,0.95063883,519.9719848632812,180.977294921875
1,0.9539616,516.340087890625,190.05728149414062
1,0.9458405,521.1294555664062,181.74676513671875
1,0.950426,522.694091796875,173.84117126464844
1,0.9489844,520.82275390625,172.0062255859375
1,0.9459372,523.7617797851562,148.07479858398438
1,0.9511393,520.929443359375,126.31900787353516
1,0.9449774,518.1680908203125,116.2549057006836
1,0.9318313,515.169677734375,111.6048812866211
1,0.93867594,511.76739501953125,115.35103607177734
1,0.93306524,513.626708984375,118.71167755126953
1,0.90645516,515.5109252929688,108.01278686523438
1,0.9237806,507.2271423339844,89.28052520751953
1,0.9193918,507.5931701660156,89.10175323486328
1,0.8967399,501.9336242675781,91.09271240234375
1,0.88841885,503.7024230957031,90.65591430664062
1,0.90367675,503.208251953125,130.6621551513672
1,0.8998765,504.7906494140625,116.692138671875
1,0.90817726,503.41949462890625,97.65219116210938
1,0.91706187,506.7463684082031,90.2178726196289
1,0.943077,512.5458374023438,98.09249877929688
1,0.9185087,505.3129577636719,85.91313171386719
1,0.93685186,519.0339965820312,116.21641540527344
1,0.86098105,499.6990051269531,204.27047729492188
0,0.5873401,,
0,0.5780001,,
0,0.5718255,,
0,0.44167873,,
0,0.31818584,,
0,0.5496765,,
0,0.47367173,,
0,0.547932,,
0,0.39901343,,
0,0.2534805,,
0,0.54341114,,
0,0.5034609,,
0,0.4430398,,
0,0.5731296,,
0,0.48372847,,
0,0.35358724,,
0,0.4168496,,
0,0.56161916,,
0,0.5698756,,
0,0.53020746,,
0,0.6138301,,
0,0.56621844,,
0,0.4852052,,
0,0.5343166,,
0,0.66092634,,
0,0.5918691,,
0,0.55716676,,
0,0.547386,,
0,0.57896936,,
1,0.7816121,497.78826904296875,479.18255615234375
1,0.8186748,496.1609802246094,519.5108032226562
1,0.73874384,502.4236755371094,430.284423828125
1,0.7400819,492.4718017578125,441.7751159667969
0,0.6703509,,
0,0.63062125,,
1,0.7589781,509.8751220703125,378.31304931640625
1,0.8016393,512.8792724609375,360.08740234375
1,0.75706875,515.574951171875,400.7368469238281
0,0.68855107,,
0,0.59111524,,
0,0.6193447,,
0,0.47304034,,
0,0.37674728,,
0,0.24143209,,
0,0.23434798,,
0,0.20508993,,
0,0.22007523,,
0,0.1983757,,
0,0.4210402,,
0,0.5180515,,
0,0.5025988,,
0,0.4979775,,
0,0.26462942,,
0,0.33666593,,
0,0.5032849,,
0,0.41139692,,
0,0.47507316,,
0,0.5029852,,
